Trade ID,Trade Date,Trade Time,Instrument,Symbol,Expiry Date,Strike,Option Type,Lot Size,Quantity,Buy Price,Sell Price,Buy Value,Sell Value,Gross P&L,Brokerage,STT,Exchange Charges,GST,SEBI Charges,Stamp Duty,Total Charges,Net P&L,Realized P&L %,Running Capital,Trade Duration,Market Regime,Trade Outcome
TRD0370,04-May-2026,11:28:49,BANKNIFTY,BANKNIFTY26MAY202653100CE,26-May-2026,53100,CE,15,1500,1197.0,3982.16,1795500.0,5973240.0,4177740.0,1553.75,3733.28,388.44,349.59,7.77,53.87,6086.69,4171653.31,232.34,64675422.51,65m,HIGH_VOLATILITY,WIN
TRD0371,04-May-2026,13:01:58,BANKNIFTY,BANKNIFTY26MAY202651600PE,26-May-2026,51600,PE,15,1500,1429.0,852.14,2143500.0,1278210.0,-865290.0,684.34,798.88,171.09,153.98,3.42,64.31,1876.01,-867166.01,-40.46,63808256.5,52m,HIGH_VOLATILITY,LOSS
TRD0372,04-May-2026,13:34:16,BANKNIFTY,BANKNIFTY26MAY202653100CE,26-May-2026,53100,CE,15,1500,1264.0,600.97,1896000.0,901455.0,-994545.0,559.49,563.41,139.87,125.89,2.8,56.88,1448.34,-995993.34,-52.53,62812263.16,40m,HIGH_VOLATILITY,LOSS
TRD0373,05-May-2026,14:51:45,BANKNIFTY,BANKNIFTY26MAY202651800PE,26-May-2026,51800,PE,15,1500,1049.0,2471.35,1573500.0,3707025.0,2133525.0,1056.11,2316.89,264.03,237.62,5.28,47.2,3927.13,2129597.87,135.34,64941861.03,131m,HIGH_VOLATILITY,WIN
TRD0374,05-May-2026,10:20:30,NIFTY,NIFTY05MAY202624500CE,05-May-2026,24500,CE,25,2500,105.0,70.46,262500.0,176150.0,-86350.0,87.73,110.09,21.93,19.74,0.44,7.88,247.81,-86597.81,-32.99,64855263.22,57m,HIGH_VOLATILITY,LOSS
TRD0375,05-May-2026,14:45:17,SENSEX,SENSEX07MAY202678300PE,07-May-2026,78300,PE,10,1000,537.0,371.91,537000.0,371910.0,-165090.0,181.78,232.44,45.45,40.9,0.91,16.11,517.59,-165607.59,-30.84,64689655.63,57m,HIGH_VOLATILITY,LOSS
TRD0376,05-May-2026,09:52:34,BANKNIFTY,BANKNIFTY26MAY202652000PE,26-May-2026,52000,PE,15,1500,1474.0,960.44,2211000.0,1440660.0,-770340.0,730.33,900.41,182.58,164.32,3.65,66.33,2047.63,-772387.63,-34.93,63917268.0,29m,HIGH_VOLATILITY,LOSS
TRD0377,05-May-2026,09:35:21,BANKNIFTY,BANKNIFTY26MAY202653600CE,26-May-2026,53600,CE,15,1500,1057.0,2972.46,1585500.0,4458690.0,2873190.0,1208.84,2786.68,302.21,271.99,6.04,47.56,4623.33,2868566.67,180.93,66785834.67,174m,HIGH_VOLATILITY,WIN
TRD0378,06-May-2026,09:23:12,BANKNIFTY,BANKNIFTY26MAY202653400CE,26-May-2026,53400,CE,15,1500,1093.0,4039.2,1639500.0,6058800.0,4419300.0,1539.66,3786.75,384.92,346.42,7.7,49.19,6114.63,4413185.37,269.18,71199020.04,127m,HIGH_VOLATILITY,WIN
TRD0379,06-May-2026,09:30:45,BANKNIFTY,BANKNIFTY26MAY202651600PE,26-May-2026,51600,PE,15,1500,1326.0,4836.36,1989000.0,7254540.0,5265540.0,1848.71,4534.09,462.18,415.96,9.24,59.67,7329.85,5258210.15,264.36,76457230.19,181m,HIGH_VOLATILITY,WIN
TRD0380,06-May-2026,13:14:00,SENSEX,SENSEX07MAY202679400CE,07-May-2026,79400,CE,10,1000,413.0,1335.78,413000.0,1335780.0,922780.0,349.76,834.86,87.44,78.7,1.75,12.39,1364.89,921415.11,223.1,77378645.3,115m,HIGH_VOLATILITY,WIN
TRD0381,06-May-2026,15:51:00,BANKNIFTY,BANKNIFTY26MAY202654100CE,26-May-2026,54100,CE,15,1500,1405.0,2373.3,2107500.0,3559950.0,1452450.0,1133.49,2224.97,283.37,255.04,5.67,63.23,3965.76,1448484.24,68.73,78827129.54,24m,HIGH_VOLATILITY,WIN
TRD0382,06-May-2026,11:02:09,NIFTY,NIFTY12MAY202624350CE,12-May-2026,24350,CE,25,2500,259.0,757.33,647500.0,1893325.0,1245825.0,508.17,1183.33,127.04,114.34,2.54,19.43,1954.84,1243870.16,192.1,80070999.7,134m,HIGH_VOLATILITY,WIN
TRD0383,07-May-2026,09:39:58,NIFTY,NIFTY12MAY202624100CE,12-May-2026,24100,CE,25,2500,316.0,164.56,790000.0,411400.0,-378600.0,240.28,257.12,60.07,54.06,1.2,23.7,636.44,-379236.44,-48.0,79691763.26,5m,HIGH_VOLATILITY,LOSS
TRD0384,07-May-2026,09:18:42,NIFTY,NIFTY12MAY202624300CE,12-May-2026,24300,CE,25,2500,300.0,1046.62,750000.0,2616550.0,1866550.0,673.31,1635.34,168.33,151.49,3.37,22.5,2654.34,1863895.66,248.52,81555658.92,154m,HIGH_VOLATILITY,WIN
TRD0385,07-May-2026,14:13:07,BANKNIFTY,BANKNIFTY26MAY202653600CE,26-May-2026,53600,CE,15,1500,1091.0,570.1,1636500.0,855150.0,-781350.0,498.33,534.47,124.58,112.12,2.49,49.09,1321.09,-782671.09,-47.83,80772987.83,50m,HIGH_VOLATILITY,LOSS
TRD0386,07-May-2026,13:05:46,NIFTY,NIFTY12MAY202623150PE,12-May-2026,23150,PE,25,2500,307.0,159.06,767500.0,397650.0,-369850.0,233.03,248.53,58.26,52.43,1.17,23.03,616.44,-370466.44,-48.27,80402521.39,20m,HIGH_VOLATILITY,LOSS
TRD0387,07-May-2026,11:36:21,SENSEX,SENSEX07MAY202679700CE,07-May-2026,79700,CE,10,1000,267.0,159.27,267000.0,159270.0,-107730.0,85.25,99.54,21.31,19.18,0.43,8.01,233.73,-107963.73,-40.44,80294557.66,54m,HIGH_VOLATILITY,LOSS
TRD0388,08-May-2026,12:48:46,NIFTY,NIFTY12MAY202624450CE,12-May-2026,24450,CE,25,2500,254.0,764.06,635000.0,1910150.0,1275150.0,509.03,1193.84,127.26,114.53,2.55,19.05,1966.26,1273183.74,200.5,81567741.4,35m,HIGH_VOLATILITY,WIN
TRD0389,08-May-2026,09:54:18,SENSEX,SENSEX14MAY202680800CE,14-May-2026,80800,CE,10,1000,896.0,375.97,896000.0,375970.0,-520030.0,254.39,234.98,63.6,57.24,1.27,26.88,638.36,-520668.36,-58.11,81047073.04,33m,HIGH_VOLATILITY,LOSS
TRD0390,08-May-2026,09:45:48,NIFTY,NIFTY12MAY202623350PE,12-May-2026,23350,PE,25,2500,213.0,396.91,532500.0,992275.0,459775.0,304.96,620.17,76.24,68.61,1.52,15.97,1087.48,458687.52,86.14,81505760.56,174m,HIGH_VOLATILITY,WIN
TRD0391,08-May-2026,10:22:58,SENSEX,SENSEX14MAY202677900PE,14-May-2026,77900,PE,10,1000,925.0,640.73,925000.0,640730.0,-284270.0,313.15,400.46,78.29,70.46,1.57,27.75,891.66,-285161.66,-30.83,81220598.9,57m,HIGH_VOLATILITY,LOSS
TRD0392,08-May-2026,14:20:27,BANKNIFTY,BANKNIFTY26MAY202654400CE,26-May-2026,54400,CE,15,1500,1378.0,2366.55,2067000.0,3549825.0,1482825.0,1123.37,2218.64,280.84,252.76,5.62,62.01,3943.23,1478881.77,71.55,82699480.67,175m,HIGH_VOLATILITY,WIN
TRD0393,11-May-2026,14:26:59,NIFTY,NIFTY12MAY202623550PE,12-May-2026,23550,PE,25,2500,136.0,171.57,340000.0,428925.0,88925.0,153.78,268.08,38.45,34.6,0.77,10.2,505.88,88419.12,26.01,82787899.79,147m,HIGH_VOLATILITY,WIN
TRD0394,11-May-2026,13:27:45,SENSEX,SENSEX14MAY202681700CE,14-May-2026,81700,CE,10,1000,712.0,139.36,712000.0,139360.0,-572640.0,170.27,87.1,42.57,38.31,0.85,21.36,360.46,-573000.46,-80.48,82214899.33,12m,HIGH_VOLATILITY,LOSS
TRD0395,11-May-2026,10:21:16,NIFTY,NIFTY12MAY202623300PE,12-May-2026,23300,PE,25,2500,120.0,52.35,300000.0,130875.0,-169125.0,86.17,81.8,21.54,19.39,0.43,9.0,218.34,-169343.34,-56.45,82045555.99,6m,HIGH_VOLATILITY,LOSS
TRD0396,11-May-2026,09:19:44,SENSEX,SENSEX14MAY202678200PE,14-May-2026,78200,PE,10,1000,852.0,973.5,852000.0,973500.0,121500.0,365.1,608.44,91.28,82.15,1.83,25.56,1174.35,120325.65,14.12,82165881.64,115m,HIGH_VOLATILITY,WIN
TRD0397,12-May-2026,12:32:44,NIFTY,NIFTY12MAY202623850CE,12-May-2026,23850,CE,25,2500,78.0,122.04,195000.0,305100.0,110100.0,100.02,190.69,25.01,22.5,0.5,5.85,344.57,109755.43,56.28,82275637.07,85m,HIGH_VOLATILITY,WIN
TRD0398,12-May-2026,15:06:55,BANKNIFTY,BANKNIFTY26MAY202653800CE,26-May-2026,53800,CE,15,1500,1082.0,520.13,1623000.0,780195.0,-842805.0,480.64,487.62,120.16,108.14,2.4,48.69,1247.66,-844052.66,-52.01,81431584.41,34m,HIGH_VOLATILITY,LOSS
TRD0399,12-May-2026,10:21:17,SENSEX,SENSEX14MAY202680900CE,14-May-2026,80900,CE,10,1000,717.0,334.45,717000.0,334450.0,-382550.0,210.29,209.03,52.57,47.32,1.05,21.51,541.77,-383091.77,-53.43,81048492.64,44m,HIGH_VOLATILITY,LOSS
TRD0400,12-May-2026,09:24:30,NIFTY,NIFTY12MAY202623900CE,12-May-2026,23900,CE,25,2500,100.0,153.03,250000.0,382575.0,132575.0,126.52,239.11,31.63,28.47,0.63,7.5,433.85,132141.15,52.86,81180633.79,39m,HIGH_VOLATILITY,WIN
TRD0401,13-May-2026,14:08:59,NIFTY,NIFTY19MAY202624550CE,19-May-2026,24550,CE,25,2500,303.0,334.65,757500.0,836625.0,79125.0,318.82,522.89,79.71,71.74,1.59,22.73,1017.48,78107.52,10.31,81258741.31,105m,HIGH_VOLATILITY,WIN
TRD0402,13-May-2026,13:55:15,BANKNIFTY,BANKNIFTY26MAY202653600CE,26-May-2026,53600,CE,15,1500,1192.0,576.34,1788000.0,864510.0,-923490.0,530.5,540.32,132.63,119.36,2.65,53.64,1379.1,-924869.1,-51.73,80333872.21,55m,HIGH_VOLATILITY,LOSS
TRD0403,13-May-2026,10:41:57,BANKNIFTY,BANKNIFTY26MAY202653500CE,26-May-2026,53500,CE,15,1500,948.0,1152.06,1422000.0,1728090.0,306090.0,630.02,1080.06,157.5,141.75,3.15,42.66,2055.14,304034.86,21.38,80637907.07,135m,HIGH_VOLATILITY,WIN
TRD0404,13-May-2026,11:07:07,NIFTY,NIFTY19MAY202624600CE,19-May-2026,24600,CE,25,2500,388.0,208.84,970000.0,522100.0,-447900.0,298.42,326.31,74.61,67.14,1.49,29.1,797.07,-448697.07,-46.26,80189210.0,34m,HIGH_VOLATILITY,LOSS
TRD0405,13-May-2026,11:07:12,BANKNIFTY,BANKNIFTY26MAY202652200PE,26-May-2026,52200,PE,15,1500,1065.0,487.45,1597500.0,731175.0,-866325.0,465.74,456.98,116.43,104.79,2.33,47.93,1194.2,-867519.2,-54.3,79321690.8,9m,HIGH_VOLATILITY,LOSS
TRD0406,14-May-2026,12:55:59,NIFTY,NIFTY19MAY202623700PE,19-May-2026,23700,PE,25,2500,259.0,65.35,647500.0,163375.0,-484125.0,162.18,102.11,40.54,36.49,0.81,19.43,361.55,-484486.55,-74.82,78837204.25,59m,HIGH_VOLATILITY,LOSS
TRD0407,14-May-2026,10:05:30,NIFTY,NIFTY19MAY202623700PE,19-May-2026,23700,PE,25,2500,279.0,56.95,697500.0,142375.0,-555125.0,167.97,88.98,41.99,37.79,0.84,20.93,358.51,-555483.51,-79.64,78281720.74,21m,HIGH_VOLATILITY,LOSS
TRD0408,14-May-2026,13:23:04,SENSEX,SENSEX14MAY202680200CE,14-May-2026,80200,CE,10,1000,310.0,145.04,310000.0,145040.0,-164960.0,91.01,90.65,22.75,20.48,0.46,9.3,234.64,-165194.64,-53.29,78116526.1,12m,HIGH_VOLATILITY,LOSS
TRD0409,14-May-2026,09:45:43,BANKNIFTY,BANKNIFTY26MAY202652400PE,26-May-2026,52400,PE,15,1500,837.0,288.04,1255500.0,432060.0,-823440.0,337.51,270.04,84.38,75.94,1.69,37.66,807.22,-824247.22,-65.65,77292278.88,52m,HIGH_VOLATILITY,LOSS
TRD0410,15-May-2026,13:54:54,BANKNIFTY,BANKNIFTY26MAY202654300CE,26-May-2026,54300,CE,15,1500,876.0,150.47,1314000.0,225705.0,-1088295.0,307.94,141.07,76.99,69.29,1.54,39.42,636.24,-1088931.24,-82.87,76203347.64,28m,HIGH_VOLATILITY,LOSS
TRD0411,15-May-2026,14:18:28,BANKNIFTY,BANKNIFTY26MAY202653500CE,26-May-2026,53500,CE,15,1500,971.0,359.51,1456500.0,539265.0,-917235.0,399.15,337.04,99.79,89.81,2.0,43.7,971.48,-918206.48,-63.04,75285141.16,13m,HIGH_VOLATILITY,LOSS
TRD0412,15-May-2026,09:45:14,NIFTY,NIFTY19MAY202623850PE,19-May-2026,23850,PE,25,2500,331.0,92.13,827500.0,230325.0,-597175.0,211.56,143.95,52.89,47.6,1.06,24.82,481.89,-597656.89,-72.22,74687484.27,9m,HIGH_VOLATILITY,LOSS
TRD0413,18-May-2026,11:19:50,SENSEX,SENSEX21MAY202677600PE,21-May-2026,77600,PE,10,1000,707.0,334.44,707000.0,334440.0,-372560.0,208.29,209.03,52.07,46.86,1.04,21.21,538.5,-373098.5,-52.77,74314385.77,34m,HIGH_VOLATILITY,LOSS
TRD0414,18-May-2026,12:49:10,SENSEX,SENSEX21MAY202678700PE,21-May-2026,78700,PE,10,1000,673.0,883.43,673000.0,883430.0,210430.0,311.29,552.14,77.82,70.04,1.56,20.19,1033.04,209396.96,31.11,74523782.73,76m,HIGH_VOLATILITY,WIN
TRD0415,18-May-2026,10:35:07,NIFTY,NIFTY19MAY202623600PE,19-May-2026,23600,PE,25,2500,138.0,54.56,345000.0,136400.0,-208600.0,96.28,85.25,24.07,21.66,0.48,10.35,238.09,-208838.09,-60.53,74314944.64,22m,HIGH_VOLATILITY,LOSS
TRD0416,18-May-2026,09:42:10,NIFTY,NIFTY19MAY202624850CE,19-May-2026,24850,CE,25,2500,122.0,30.34,305000.0,75850.0,-229150.0,76.17,47.41,19.04,17.14,0.38,9.15,169.29,-229319.29,-75.19,74085625.35,10m,HIGH_VOLATILITY,LOSS
TRD0417,19-May-2026,11:03:27,NIFTY,NIFTY19MAY202624600CE,19-May-2026,24600,CE,25,2500,117.0,20.26,292500.0,50650.0,-241850.0,68.63,31.66,17.16,15.44,0.34,8.78,142.0,-241992.0,-82.73,73843633.35,57m,HIGH_VOLATILITY,LOSS
TRD0418,19-May-2026,09:39:54,NIFTY,NIFTY19MAY202623700PE,19-May-2026,23700,PE,25,2500,105.0,129.94,262500.0,324850.0,62350.0,117.47,203.03,29.37,26.43,0.59,7.88,384.76,61965.24,23.61,73905598.59,91m,HIGH_VOLATILITY,WIN
TRD0419,19-May-2026,10:33:35,BANKNIFTY,BANKNIFTY26MAY202653600CE,26-May-2026,53600,CE,15,1500,800.0,222.46,1200000.0,333690.0,-866310.0,306.74,208.56,76.68,69.02,1.53,36.0,698.53,-867008.53,-72.25,73038590.06,17m,HIGH_VOLATILITY,LOSS
TRD0420,19-May-2026,10:23:33,BANKNIFTY,BANKNIFTY26MAY202651600PE,26-May-2026,51600,PE,15,1500,703.0,314.76,1054500.0,472140.0,-582360.0,305.33,295.09,76.33,68.7,1.53,31.64,778.61,-583138.61,-55.3,72455451.45,21m,HIGH_VOLATILITY,LOSS
TRD0421,20-May-2026,10:48:45,BANKNIFTY,BANKNIFTY26MAY202652000PE,26-May-2026,52000,PE,15,1500,681.0,839.99,1021500.0,1259985.0,238485.0,456.3,787.49,114.07,102.67,2.28,30.64,1493.46,236991.54,23.2,72692442.99,180m,HIGH_VOLATILITY,WIN
TRD0422,20-May-2026,10:26:25,BANKNIFTY,BANKNIFTY26MAY202651300PE,26-May-2026,51300,PE,15,1500,673.0,112.28,1009500.0,168420.0,-841080.0,235.58,105.26,58.9,53.01,1.18,30.29,484.21,-841564.21,-83.36,71850878.78,13m,HIGH_VOLATILITY,LOSS
TRD0423,20-May-2026,12:17:07,NIFTY,NIFTY26MAY202623300PE,26-May-2026,23300,PE,25,2500,331.0,49.96,827500.0,124900.0,-702600.0,190.48,78.06,47.62,42.86,0.95,24.82,384.8,-702984.8,-84.95,71147893.98,7m,HIGH_VOLATILITY,LOSS
TRD0424,20-May-2026,11:22:45,SENSEX,SENSEX21MAY202678000PE,21-May-2026,78000,PE,10,1000,457.0,190.65,457000.0,190650.0,-266350.0,129.53,119.16,32.38,29.14,0.65,13.71,324.57,-266674.57,-58.35,70881219.41,53m,HIGH_VOLATILITY,LOSS
TRD0425,21-May-2026,12:18:53,BANKNIFTY,BANKNIFTY26MAY202654300CE,26-May-2026,54300,CE,15,1500,768.0,871.79,1152000.0,1307685.0,155685.0,491.94,817.3,122.98,110.69,2.46,34.56,1579.93,154105.07,13.38,71035324.48,155m,HIGH_VOLATILITY,WIN
TRD0426,21-May-2026,09:44:54,BANKNIFTY,BANKNIFTY26MAY202654000CE,26-May-2026,54000,CE,15,1500,774.0,375.11,1161000.0,562665.0,-598335.0,344.73,351.67,86.18,77.56,1.72,34.83,896.7,-599231.7,-51.61,70436092.78,47m,HIGH_VOLATILITY,LOSS
TRD0427,21-May-2026,09:15:53,BANKNIFTY,BANKNIFTY26MAY202654600CE,26-May-2026,54600,CE,15,1500,725.0,236.16,1087500.0,354240.0,-733260.0,288.35,221.4,72.09,64.88,1.44,32.62,680.78,-733940.78,-67.49,69702152.0,16m,HIGH_VOLATILITY,LOSS
TRD0428,21-May-2026,09:22:05,NIFTY,NIFTY26MAY202624550CE,26-May-2026,24550,CE,25,2500,279.0,389.53,697500.0,973825.0,276325.0,334.27,608.64,83.57,75.21,1.67,20.93,1124.28,275200.72,39.46,69977352.72,37m,HIGH_VOLATILITY,WIN
TRD0429,22-May-2026,09:20:16,NIFTY,NIFTY26MAY202623800PE,26-May-2026,23800,PE,25,2500,266.0,313.23,665000.0,783075.0,118075.0,289.62,489.42,72.4,65.16,1.45,19.95,938.0,117137.0,17.61,70094489.72,56m,HIGH_VOLATILITY,WIN
TRD0430,22-May-2026,10:31:09,NIFTY,NIFTY26MAY202624750CE,26-May-2026,24750,CE,25,2500,254.0,334.93,635000.0,837325.0,202325.0,294.47,523.33,73.62,66.25,1.47,19.05,978.19,201346.81,31.71,70295836.53,63m,HIGH_VOLATILITY,WIN
TRD0431,22-May-2026,09:34:51,SENSEX,SENSEX28MAY202681500CE,28-May-2026,81500,CE,10,1000,1291.0,557.64,1291000.0,557640.0,-733360.0,369.73,348.53,92.43,83.19,1.85,38.73,934.45,-734294.45,-56.88,69561542.08,9m,HIGH_VOLATILITY,LOSS
TRD0432,22-May-2026,10:05:52,NIFTY,NIFTY26MAY202624450CE,26-May-2026,24450,CE,25,2500,296.0,69.11,740000.0,172775.0,-567225.0,182.56,107.98,45.64,41.07,0.91,22.2,400.37,-567625.37,-76.71,68993916.71,47m,HIGH_VOLATILITY,LOSS
TRD0433,22-May-2026,10:16:32,BANKNIFTY,BANKNIFTY26MAY202653600CE,26-May-2026,53600,CE,15,1500,620.0,183.78,930000.0,275670.0,-654330.0,241.13,172.29,60.28,54.26,1.21,27.9,557.07,-654887.07,-70.42,68339029.64,32m,HIGH_VOLATILITY,LOSS
TRD0434,25-May-2026,13:39:12,NIFTY,NIFTY26MAY202624550CE,26-May-2026,24550,CE,25,2500,124.0,160.2,310000.0,400500.0,90500.0,142.1,250.31,35.52,31.97,0.71,9.3,469.92,90030.08,29.04,68429059.72,62m,HIGH_VOLATILITY,WIN
TRD0435,25-May-2026,13:43:44,NIFTY,NIFTY26MAY202623700PE,26-May-2026,23700,PE,25,2500,112.0,134.59,280000.0,336475.0,56475.0,123.3,210.3,30.82,27.74,0.62,8.4,401.17,56073.83,20.03,68485133.55,94m,HIGH_VOLATILITY,WIN
TRD0436,25-May-2026,11:09:11,BANKNIFTY,BANKNIFTY26MAY202652500PE,26-May-2026,52500,PE,15,1500,311.0,164.95,466500.0,247425.0,-219075.0,142.78,154.64,35.7,32.13,0.71,14.0,379.96,-219454.96,-47.04,68265678.59,45m,HIGH_VOLATILITY,LOSS
TRD0437,25-May-2026,13:30:33,BANKNIFTY,BANKNIFTY26MAY202653800CE,26-May-2026,53800,CE,15,1500,337.0,68.09,505500.0,102135.0,-403365.0,121.53,63.83,30.38,27.34,0.61,15.17,258.86,-403623.86,-79.85,67862054.73,24m,HIGH_VOLATILITY,LOSS
TRD0438,26-May-2026,11:54:30,NIFTY,NIFTY26MAY202623500PE,26-May-2026,23500,PE,25,2500,80.0,115.81,200000.0,289525.0,89525.0,97.91,180.95,24.48,22.03,0.49,6.0,331.85,89193.15,44.6,67951247.88,197m,HIGH_VOLATILITY,WIN
TRD0439,26-May-2026,13:05:40,BANKNIFTY,BANKNIFTY26MAY202651900PE,26-May-2026,51900,PE,15,1500,240.0,127.1,360000.0,190650.0,-169350.0,110.13,119.16,27.53,24.78,0.55,10.8,292.95,-169642.95,-47.12,67781604.93,22m,HIGH_VOLATILITY,LOSS
TRD0440,26-May-2026,14:42:49,SENSEX,SENSEX28MAY202680000CE,28-May-2026,80000,CE,10,1000,677.0,878.26,677000.0,878260.0,201260.0,311.05,548.91,77.76,69.99,1.56,20.31,1029.58,200230.42,29.58,67981835.35,102m,HIGH_VOLATILITY,WIN
TRD0441,26-May-2026,14:42:08,NIFTY,NIFTY26MAY202623350PE,26-May-2026,23350,PE,25,2500,107.0,57.49,267500.0,143725.0,-123775.0,82.25,89.83,20.56,18.51,0.41,8.03,219.58,-123994.58,-46.35,67857840.77,38m,HIGH_VOLATILITY,LOSS
TRD0442,26-May-2026,10:51:27,NIFTY,NIFTY26MAY202624550CE,26-May-2026,24550,CE,25,2500,103.0,133.3,257500.0,333250.0,75750.0,118.15,208.28,29.54,26.58,0.59,7.73,390.87,75359.13,29.27,67933199.9,196m,HIGH_VOLATILITY,WIN
TRD0443,27-May-2026,10:14:11,NIFTY,NIFTY02JUN202624450CE,02-Jun-2026,24450,CE,25,2500,393.0,517.21,982500.0,1293025.0,310525.0,455.11,808.14,113.78,102.4,2.28,29.48,1511.17,309013.83,31.45,68242213.73,169m,HIGH_VOLATILITY,WIN
TRD0444,27-May-2026,15:06:55,BANKNIFTY,BANKNIFTY30JUN202651600PE,30-Jun-2026,51600,PE,15,1500,1961.0,926.64,2941500.0,1389960.0,-1551540.0,866.29,868.73,216.57,194.92,4.33,88.25,2239.08,-1553779.08,-52.82,66688434.65,57m,HIGH_VOLATILITY,LOSS
TRD0445,27-May-2026,14:20:20,BANKNIFTY,BANKNIFTY30JUN202653500CE,30-Jun-2026,53500,CE,15,1500,1728.0,847.74,2592000.0,1271610.0,-1320390.0,772.72,794.76,193.18,173.86,3.86,77.76,2016.14,-1322406.14,-51.02,65366028.51,16m,HIGH_VOLATILITY,LOSS
TRD0446,28-May-2026,13:16:38,BANKNIFTY,BANKNIFTY30JUN202652400PE,30-Jun-2026,52400,PE,15,1500,1367.0,563.86,2050500.0,845790.0,-1204710.0,579.26,528.62,144.81,130.33,2.9,61.52,1447.44,-1206157.44,-58.82,64159871.07,7m,HIGH_VOLATILITY,LOSS
TRD0447,28-May-2026,10:39:22,SENSEX,SENSEX28MAY202678400PE,28-May-2026,78400,PE,10,1000,296.0,50.37,296000.0,50370.0,-245630.0,69.27,31.48,17.32,15.59,0.35,8.88,142.89,-245772.89,-83.03,63914098.18,30m,HIGH_VOLATILITY,LOSS
TRD0448,28-May-2026,12:15:52,NIFTY,NIFTY02JUN202624250CE,02-Jun-2026,24250,CE,25,2500,323.0,429.89,807500.0,1074725.0,267225.0,376.44,671.7,94.11,84.7,1.88,24.23,1253.07,265971.93,32.94,64180070.11,179m,HIGH_VOLATILITY,WIN
TRD0449,28-May-2026,10:53:19,SENSEX,SENSEX28MAY202681400CE,28-May-2026,81400,CE,10,1000,369.0,106.13,369000.0,106130.0,-262870.0,95.03,66.33,23.76,21.38,0.48,11.07,218.04,-263088.04,-71.3,63916982.07,13m,HIGH_VOLATILITY,LOSS
TRD0450,29-May-2026,09:49:41,BANKNIFTY,BANKNIFTY30JUN202653600CE,30-Jun-2026,53600,CE,15,1500,1938.0,384.62,2907000.0,576930.0,-2330070.0,696.79,360.58,174.2,156.78,3.48,87.21,1479.03,-2331549.03,-80.2,61585433.04,8m,HIGH_VOLATILITY,LOSS
TRD0451,29-May-2026,14:46:21,SENSEX,SENSEX04JUN202676700PE,04-Jun-2026,76700,PE,10,1000,1126.0,281.99,1126000.0,281990.0,-844010.0,281.6,176.24,70.4,63.36,1.41,33.78,626.79,-844636.79,-75.01,60740796.25,28m,HIGH_VOLATILITY,LOSS
TRD0452,29-May-2026,12:31:47,NIFTY,NIFTY02JUN202623600PE,02-Jun-2026,23600,PE,25,2500,331.0,400.84,827500.0,1002100.0,174600.0,365.92,626.31,91.48,82.33,1.83,24.82,1192.7,173407.3,20.96,60914203.55,28m,HIGH_VOLATILITY,WIN
TRD0453,01-Jun-2026,11:22:46,NIFTY,NIFTY02JUN202623350PE,02-Jun-2026,23350,PE,25,2500,103.0,14.64,257500.0,36600.0,-220900.0,58.82,22.88,14.71,13.23,0.29,7.73,117.65,-221017.65,-85.83,60693185.9,58m,REVERSAL,LOSS
TRD0454,01-Jun-2026,11:00:56,SENSEX,SENSEX04JUN202680400CE,04-Jun-2026,80400,CE,10,1000,754.0,356.36,754000.0,356360.0,-397640.0,222.07,222.72,55.52,49.97,1.11,22.62,574.01,-398214.01,-52.81,60294971.89,47m,REVERSAL,LOSS
TRD0455,01-Jun-2026,12:29:37,NIFTY,NIFTY02JUN202623400PE,02-Jun-2026,23400,PE,25,2500,119.0,152.72,297500.0,381800.0,84300.0,135.86,238.62,33.97,30.57,0.68,8.93,448.62,83851.38,28.19,60378823.27,160m,REVERSAL,WIN
TRD0456,01-Jun-2026,13:06:14,BANKNIFTY,BANKNIFTY30JUN202651300PE,30-Jun-2026,51300,PE,15,1500,1155.0,339.48,1732500.0,509220.0,-1223280.0,448.34,318.26,112.09,100.88,2.24,51.98,1033.79,-1224313.79,-70.67,59154509.48,8m,REVERSAL,LOSS
TRD0457,02-Jun-2026,10:21:32,SENSEX,SENSEX04JUN202680100PE,04-Jun-2026,80100,PE,10,1000,545.0,181.63,545000.0,181630.0,-363370.0,145.33,113.52,36.33,32.7,0.73,16.35,344.95,-363714.95,-66.74,58790794.53,51m,REVERSAL,LOSS
TRD0458,02-Jun-2026,12:50:10,BANKNIFTY,BANKNIFTY30JUN202653800CE,30-Jun-2026,53800,CE,15,1500,1103.0,110.32,1654500.0,165480.0,-1489020.0,364.0,103.42,91.0,81.9,1.82,49.63,691.77,-1489711.77,-90.04,57301082.76,16m,REVERSAL,LOSS
TRD0459,02-Jun-2026,09:47:54,BANKNIFTY,BANKNIFTY30JUN202654000CE,30-Jun-2026,54000,CE,15,1500,1225.0,1418.64,1837500.0,2127960.0,290460.0,793.09,1329.98,198.27,178.45,3.97,55.12,2558.88,287901.12,15.67,57588983.88,197m,REVERSAL,WIN
TRD0460,03-Jun-2026,11:38:44,BANKNIFTY,BANKNIFTY30JUN202653800CE,30-Jun-2026,53800,CE,15,1500,1082.0,193.29,1623000.0,289935.0,-1333065.0,382.59,181.21,95.65,86.08,1.91,48.69,796.13,-1333861.13,-82.18,56255122.75,21m,REVERSAL,LOSS
